Model,HUB Perplexity,HUB WER,Parameters
quadgram,862.3271465329369,0.07156798959011061,Lambda1: 0.36 Lambda2: 0.2800000000000001 Lambda3: 0.35000000000000014
quadgram,540.880580007098,0.07221860767729343,Lambda1: 0.36 Lambda2: 0.2900000000000001 Lambda3: 0.2
quadgram,542.1601932550489,0.07221860767729343,Lambda1: 0.36 Lambda2: 0.2900000000000001 Lambda3: 0.21000000000000002
quadgram,544.3658929904514,0.07026675341574495,Lambda1: 0.36 Lambda2: 0.2900000000000001 Lambda3: 0.22000000000000003
quadgram,547.59474431425,0.06831489915419649,Lambda1: 0.36 Lambda2: 0.2900000000000001 Lambda3: 0.23000000000000004
quadgram,551.9809953092625,0.07026675341574495,Lambda1: 0.36 Lambda2: 0.2900000000000001 Lambda3: 0.24000000000000005
quadgram,557.7097341452616,0.06766428106701367,Lambda1: 0.36 Lambda2: 0.2900000000000001 Lambda3: 0.25000000000000006
quadgram,565.03852676852,0.06766428106701367,Lambda1: 0.36 Lambda2: 0.2900000000000001 Lambda3: 0.26000000000000006
quadgram,574.3329250960279,0.06766428106701367,Lambda1: 0.36 Lambda2: 0.2900000000000001 Lambda3: 0.2700000000000001
quadgram,586.1275692859356,0.06636304489264802,Lambda1: 0.36 Lambda2: 0.2900000000000001 Lambda3: 0.2800000000000001
quadgram,601.2380310735152,0.06571242680546518,Lambda1: 0.36 Lambda2: 0.2900000000000001 Lambda3: 0.2900000000000001
quadgram,620.9827518257913,0.06506180871828236,Lambda1: 0.36 Lambda2: 0.2900000000000001 Lambda3: 0.3000000000000001
quadgram,647.6740126038433,0.06376057254391672,Lambda1: 0.36 Lambda2: 0.2900000000000001 Lambda3: 0.3100000000000001
quadgram,685.885275524437,0.06506180871828236,Lambda1: 0.36 Lambda2: 0.2900000000000001 Lambda3: 0.3200000000000001
quadgram,746.6108852812446,0.06766428106701367,Lambda1: 0.36 Lambda2: 0.2900000000000001 Lambda3: 0.3300000000000001
quadgram,868.7100264082175,0.07091737150292778,Lambda1: 0.36 Lambda2: 0.2900000000000001 Lambda3: 0.34000000000000014
quadgram,494.6404820273579,0.07221860767729343,Lambda1: 0.37 Lambda2: 0.15 Lambda3: 0.2
quadgram,491.818351284525,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.15 Lambda3: 0.21000000000000002
quadgram,489.4009860033688,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.15 Lambda3: 0.22000000000000003
quadgram,487.379091939878,0.07091737150292778,Lambda1: 0.37 Lambda2: 0.15 Lambda3: 0.23000000000000004
quadgram,485.7476194192063,0.07286922576447626,Lambda1: 0.37 Lambda2: 0.15 Lambda3: 0.24000000000000005
quadgram,484.50568048678576,0.0741704619388419,Lambda1: 0.37 Lambda2: 0.15 Lambda3: 0.25000000000000006
quadgram,483.6566089318577,0.0741704619388419,Lambda1: 0.37 Lambda2: 0.15 Lambda3: 0.26000000000000006
quadgram,483.2081689629856,0.07286922576447626,Lambda1: 0.37 Lambda2: 0.15 Lambda3: 0.2700000000000001
quadgram,483.1729294299452,0.07156798959011061,Lambda1: 0.37 Lambda2: 0.15 Lambda3: 0.2800000000000001
quadgram,483.56883379544894,0.06961613532856213,Lambda1: 0.37 Lambda2: 0.15 Lambda3: 0.2900000000000001
quadgram,484.4200134463002,0.06961613532856213,Lambda1: 0.37 Lambda2: 0.15 Lambda3: 0.3000000000000001
quadgram,485.7579161325625,0.06896551724137931,Lambda1: 0.37 Lambda2: 0.15 Lambda3: 0.3100000000000001
quadgram,487.6228566013413,0.06766428106701367,Lambda1: 0.37 Lambda2: 0.15 Lambda3: 0.3200000000000001
quadgram,490.06614982909,0.06831489915419649,Lambda1: 0.37 Lambda2: 0.15 Lambda3: 0.3300000000000001
quadgram,493.15307051935054,0.06831489915419649,Lambda1: 0.37 Lambda2: 0.15 Lambda3: 0.34000000000000014
quadgram,496.96701661829735,0.06766428106701367,Lambda1: 0.37 Lambda2: 0.15 Lambda3: 0.35000000000000014
quadgram,501.6154776834635,0.06571242680546518,Lambda1: 0.37 Lambda2: 0.15 Lambda3: 0.36000000000000015
quadgram,507.2387936155091,0.06571242680546518,Lambda1: 0.37 Lambda2: 0.15 Lambda3: 0.37000000000000016
quadgram,514.0233799776163,0.06571242680546518,Lambda1: 0.37 Lambda2: 0.15 Lambda3: 0.38000000000000017
quadgram,522.222395724962,0.06506180871828236,Lambda1: 0.37 Lambda2: 0.15 Lambda3: 0.3900000000000002
quadgram,495.8788923175937,0.07156798959011061,Lambda1: 0.37 Lambda2: 0.16 Lambda3: 0.2
quadgram,493.23501232815715,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.16 Lambda3: 0.21000000000000002
quadgram,491.00780202645336,0.07091737150292778,Lambda1: 0.37 Lambda2: 0.16 Lambda3: 0.22000000000000003
quadgram,489.1897121405955,0.07156798959011061,Lambda1: 0.37 Lambda2: 0.16 Lambda3: 0.23000000000000004
quadgram,487.77775165682334,0.07286922576447626,Lambda1: 0.37 Lambda2: 0.16 Lambda3: 0.24000000000000005
quadgram,486.77347658871486,0.0741704619388419,Lambda1: 0.37 Lambda2: 0.16 Lambda3: 0.25000000000000006
quadgram,486.1831431557679,0.07156798959011061,Lambda1: 0.37 Lambda2: 0.16 Lambda3: 0.26000000000000006
quadgram,486.01803860066,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.16 Lambda3: 0.2700000000000001
quadgram,486.29501721749887,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.16 Lambda3: 0.2800000000000001
quadgram,487.0372873042009,0.06961613532856213,Lambda1: 0.37 Lambda2: 0.16 Lambda3: 0.2900000000000001
quadgram,488.2755195263192,0.06961613532856213,Lambda1: 0.37 Lambda2: 0.16 Lambda3: 0.3000000000000001
quadgram,490.0493829263209,0.06766428106701367,Lambda1: 0.37 Lambda2: 0.16 Lambda3: 0.3100000000000001
quadgram,492.4096685737929,0.06831489915419649,Lambda1: 0.37 Lambda2: 0.16 Lambda3: 0.3200000000000001
quadgram,495.42124455653004,0.06831489915419649,Lambda1: 0.37 Lambda2: 0.16 Lambda3: 0.3300000000000001
quadgram,499.16722063778064,0.06766428106701367,Lambda1: 0.37 Lambda2: 0.16 Lambda3: 0.34000000000000014
quadgram,503.7549247511722,0.06766428106701367,Lambda1: 0.37 Lambda2: 0.16 Lambda3: 0.35000000000000014
quadgram,509.3246793880007,0.06571242680546518,Lambda1: 0.37 Lambda2: 0.16 Lambda3: 0.36000000000000015
quadgram,516.0630587313142,0.06571242680546518,Lambda1: 0.37 Lambda2: 0.16 Lambda3: 0.37000000000000016
quadgram,524.2236108435799,0.06506180871828236,Lambda1: 0.37 Lambda2: 0.16 Lambda3: 0.38000000000000017
quadgram,534.1606202957756,0.06506180871828236,Lambda1: 0.37 Lambda2: 0.16 Lambda3: 0.3900000000000002
quadgram,497.4753675941584,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.17 Lambda3: 0.2
quadgram,495.01872330840916,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.17 Lambda3: 0.21000000000000002
quadgram,492.99277266315266,0.07091737150292778,Lambda1: 0.37 Lambda2: 0.17 Lambda3: 0.22000000000000003
quadgram,491.39200566539176,0.07286922576447626,Lambda1: 0.37 Lambda2: 0.17 Lambda3: 0.23000000000000004
quadgram,490.2158622284942,0.07221860767729343,Lambda1: 0.37 Lambda2: 0.17 Lambda3: 0.24000000000000005
quadgram,489.46881370228607,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.17 Lambda3: 0.25000000000000006
quadgram,489.1606381005963,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.17 Lambda3: 0.26000000000000006
quadgram,489.3069129340841,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.17 Lambda3: 0.2700000000000001
quadgram,489.92976876220894,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.17 Lambda3: 0.2800000000000001
quadgram,491.0589721444736,0.06961613532856213,Lambda1: 0.37 Lambda2: 0.17 Lambda3: 0.2900000000000001
quadgram,492.73344304423335,0.06896551724137931,Lambda1: 0.37 Lambda2: 0.17 Lambda3: 0.3000000000000001
quadgram,495.0033660446095,0.06571242680546518,Lambda1: 0.37 Lambda2: 0.17 Lambda3: 0.3100000000000001
quadgram,497.93313898451765,0.06831489915419649,Lambda1: 0.37 Lambda2: 0.17 Lambda3: 0.3200000000000001
quadgram,501.6055378877603,0.06766428106701367,Lambda1: 0.37 Lambda2: 0.17 Lambda3: 0.3300000000000001
quadgram,506.1277017847051,0.06766428106701367,Lambda1: 0.37 Lambda2: 0.17 Lambda3: 0.34000000000000014
quadgram,511.63992828215765,0.06571242680546518,Lambda1: 0.37 Lambda2: 0.17 Lambda3: 0.35000000000000014
quadgram,518.3289658867874,0.06571242680546518,Lambda1: 0.37 Lambda2: 0.17 Lambda3: 0.36000000000000015
quadgram,526.4487968702443,0.06506180871828236,Lambda1: 0.37 Lambda2: 0.17 Lambda3: 0.37000000000000016
quadgram,536.3545040842243,0.06506180871828236,Lambda1: 0.37 Lambda2: 0.17 Lambda3: 0.38000000000000017
quadgram,548.5603349621011,0.0631099544567339,Lambda1: 0.37 Lambda2: 0.17 Lambda3: 0.3900000000000002
quadgram,499.43393478184436,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.18000000000000002 Lambda3: 0.2
quadgram,497.17585056068907,0.06961613532856213,Lambda1: 0.37 Lambda2: 0.18000000000000002 Lambda3: 0.21000000000000002
quadgram,495.36491671549203,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.18000000000000002 Lambda3: 0.22000000000000003
quadgram,493.9980362472584,0.07091737150292778,Lambda1: 0.37 Lambda2: 0.18000000000000002 Lambda3: 0.23000000000000004
quadgram,493.0775536541398,0.07091737150292778,Lambda1: 0.37 Lambda2: 0.18000000000000002 Lambda3: 0.24000000000000005
quadgram,492.61145822274057,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.18000000000000002 Lambda3: 0.25000000000000006
quadgram,492.6138213562511,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.18000000000000002 Lambda3: 0.26000000000000006
quadgram,493.1055074103443,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.18000000000000002 Lambda3: 0.2700000000000001
quadgram,494.1152241838371,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.18000000000000002 Lambda3: 0.2800000000000001
quadgram,495.68101643466696,0.06961613532856213,Lambda1: 0.37 Lambda2: 0.18000000000000002 Lambda3: 0.2900000000000001
quadgram,497.85236080895174,0.06766428106701367,Lambda1: 0.37 Lambda2: 0.18000000000000002 Lambda3: 0.3000000000000001
quadgram,500.6931054960752,0.06766428106701367,Lambda1: 0.37 Lambda2: 0.18000000000000002 Lambda3: 0.3100000000000001
quadgram,504.2856339485144,0.06766428106701367,Lambda1: 0.37 Lambda2: 0.18000000000000002 Lambda3: 0.3200000000000001
quadgram,508.73685774339395,0.06766428106701367,Lambda1: 0.37 Lambda2: 0.18000000000000002 Lambda3: 0.3300000000000001
quadgram,514.1870324658508,0.06571242680546518,Lambda1: 0.37 Lambda2: 0.18000000000000002 Lambda3: 0.34000000000000014
quadgram,520.8230882651657,0.06571242680546518,Lambda1: 0.37 Lambda2: 0.18000000000000002 Lambda3: 0.35000000000000014
quadgram,528.8994793262012,0.06506180871828236,Lambda1: 0.37 Lambda2: 0.18000000000000002 Lambda3: 0.36000000000000015
quadgram,538.7721655829448,0.06506180871828236,Lambda1: 0.37 Lambda2: 0.18000000000000002 Lambda3: 0.37000000000000016
quadgram,550.9568798614506,0.06441119063109954,Lambda1: 0.37 Lambda2: 0.18000000000000002 Lambda3: 0.38000000000000017
quadgram,566.235586108847,0.062459336369551074,Lambda1: 0.37 Lambda2: 0.18000000000000002 Lambda3: 0.3900000000000002
quadgram,501.7627686712836,0.06896551724137931,Lambda1: 0.37 Lambda2: 0.19000000000000003 Lambda3: 0.2
quadgram,499.71720511813896,0.06896551724137931,Lambda1: 0.37 Lambda2: 0.19000000000000003 Lambda3: 0.21000000000000002
quadgram,498.13808019168295,0.07091737150292778,Lambda1: 0.37 Lambda2: 0.19000000000000003 Lambda3: 0.22000000000000003
quadgram,497.0251855652156,0.06961613532856213,Lambda1: 0.37 Lambda2: 0.19000000000000003 Lambda3: 0.23000000000000004
quadgram,496.38437601724814,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.19000000000000003 Lambda3: 0.24000000000000005
quadgram,496.22793471119826,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.19000000000000003 Lambda3: 0.25000000000000006
quadgram,496.575228889301,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.19000000000000003 Lambda3: 0.26000000000000006
quadgram,497.4537185421591,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.19000000000000003 Lambda3: 0.2700000000000001
quadgram,498.9004190160204,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.19000000000000003 Lambda3: 0.2800000000000001
quadgram,500.9639744816814,0.06766428106701367,Lambda1: 0.37 Lambda2: 0.19000000000000003 Lambda3: 0.2900000000000001
quadgram,503.70758496986485,0.06766428106701367,Lambda1: 0.37 Lambda2: 0.19000000000000003 Lambda3: 0.3000000000000001
quadgram,507.2131666167233,0.06766428106701367,Lambda1: 0.37 Lambda2: 0.19000000000000003 Lambda3: 0.3100000000000001
quadgram,511.58735166675353,0.06766428106701367,Lambda1: 0.37 Lambda2: 0.19000000000000003 Lambda3: 0.3200000000000001
quadgram,516.9703253196153,0.06571242680546518,Lambda1: 0.37 Lambda2: 0.19000000000000003 Lambda3: 0.3300000000000001
quadgram,523.5491971817654,0.06571242680546518,Lambda1: 0.37 Lambda2: 0.19000000000000003 Lambda3: 0.34000000000000014
quadgram,531.5789229702061,0.06571242680546518,Lambda1: 0.37 Lambda2: 0.19000000000000003 Lambda3: 0.35000000000000014
quadgram,541.4164115956996,0.06506180871828236,Lambda1: 0.37 Lambda2: 0.19000000000000003 Lambda3: 0.36000000000000015
quadgram,553.5790145957689,0.06441119063109954,Lambda1: 0.37 Lambda2: 0.19000000000000003 Lambda3: 0.37000000000000016
quadgram,568.8513979240179,0.062459336369551074,Lambda1: 0.37 Lambda2: 0.19000000000000003 Lambda3: 0.38000000000000017
quadgram,588.497424571991,0.06115810019518542,Lambda1: 0.37 Lambda2: 0.19000000000000003 Lambda3: 0.3900000000000002
quadgram,504.47428349980004,0.06896551724137931,Lambda1: 0.37 Lambda2: 0.20000000000000004 Lambda3: 0.2
quadgram,502.6582319120865,0.06831489915419649,Lambda1: 0.37 Lambda2: 0.20000000000000004 Lambda3: 0.21000000000000002
quadgram,501.33124631534804,0.06961613532856213,Lambda1: 0.37 Lambda2: 0.20000000000000004 Lambda3: 0.22000000000000003
quadgram,500.49661563817455,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.20000000000000004 Lambda3: 0.23000000000000004
quadgram,500.1644851624425,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.20000000000000004 Lambda3: 0.24000000000000005
quadgram,500.3524403379466,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.20000000000000004 Lambda3: 0.25000000000000006
quadgram,501.0864611048048,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.20000000000000004 Lambda3: 0.26000000000000006
quadgram,502.4023442191205,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.20000000000000004 Lambda3: 0.2700000000000001
quadgram,504.3477483223082,0.06896551724137931,Lambda1: 0.37 Lambda2: 0.20000000000000004 Lambda3: 0.2800000000000001
quadgram,506.9851033793648,0.06571242680546518,Lambda1: 0.37 Lambda2: 0.20000000000000004 Lambda3: 0.2900000000000001
quadgram,510.3957641625859,0.06701366297983084,Lambda1: 0.37 Lambda2: 0.20000000000000004 Lambda3: 0.3000000000000001
quadgram,514.6860157124253,0.06766428106701367,Lambda1: 0.37 Lambda2: 0.20000000000000004 Lambda3: 0.3100000000000001
quadgram,519.9959311947404,0.06571242680546518,Lambda1: 0.37 Lambda2: 0.20000000000000004 Lambda3: 0.3200000000000001
quadgram,526.5127864512815,0.06571242680546518,Lambda1: 0.37 Lambda2: 0.20000000000000004 Lambda3: 0.3300000000000001
quadgram,534.492059222021,0.06571242680546518,Lambda1: 0.37 Lambda2: 0.20000000000000004 Lambda3: 0.34000000000000014
quadgram,544.2916718395173,0.06506180871828236,Lambda1: 0.37 Lambda2: 0.20000000000000004 Lambda3: 0.35000000000000014
quadgram,556.4307219910653,0.06441119063109954,Lambda1: 0.37 Lambda2: 0.20000000000000004 Lambda3: 0.36000000000000015
quadgram,571.6968042541257,0.062459336369551074,Lambda1: 0.37 Lambda2: 0.20000000000000004 Lambda3: 0.37000000000000016
quadgram,591.358793999362,0.06180871828236825,Lambda1: 0.37 Lambda2: 0.20000000000000004 Lambda3: 0.38000000000000017
quadgram,617.6373615454827,0.0605074821080026,Lambda1: 0.37 Lambda2: 0.20000000000000004 Lambda3: 0.3900000000000002
quadgram,507.5853891680412,0.06766428106701367,Lambda1: 0.37 Lambda2: 0.21000000000000005 Lambda3: 0.2
quadgram,506.0193864723677,0.06961613532856213,Lambda1: 0.37 Lambda2: 0.21000000000000005 Lambda3: 0.21000000000000002
quadgram,504.96906474993295,0.06896551724137931,Lambda1: 0.37 Lambda2: 0.21000000000000005 Lambda3: 0.22000000000000003
quadgram,504.4419945575969,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.21000000000000005 Lambda3: 0.23000000000000004
quadgram,504.45362608924813,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.21000000000000005 Lambda3: 0.24000000000000005
quadgram,505.0281722331104,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.21000000000000005 Lambda3: 0.25000000000000006
quadgram,506.1999780200769,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.21000000000000005 Lambda3: 0.26000000000000006
quadgram,508.0155279621961,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.21000000000000005 Lambda3: 0.2700000000000001
quadgram,510.53633112398927,0.06571242680546518,Lambda1: 0.37 Lambda2: 0.21000000000000005 Lambda3: 0.2800000000000001
quadgram,513.8430632038323,0.06701366297983084,Lambda1: 0.37 Lambda2: 0.21000000000000005 Lambda3: 0.2900000000000001
quadgram,518.041574743698,0.06766428106701367,Lambda1: 0.37 Lambda2: 0.21000000000000005 Lambda3: 0.3000000000000001
quadgram,523.2717692686094,0.06571242680546518,Lambda1: 0.37 Lambda2: 0.21000000000000005 Lambda3: 0.3100000000000001
quadgram,529.7210625630222,0.06571242680546518,Lambda1: 0.37 Lambda2: 0.21000000000000005 Lambda3: 0.3200000000000001
quadgram,537.6454642911935,0.06701366297983084,Lambda1: 0.37 Lambda2: 0.21000000000000005 Lambda3: 0.3300000000000001
quadgram,547.4039663006903,0.06701366297983084,Lambda1: 0.37 Lambda2: 0.21000000000000005 Lambda3: 0.34000000000000014
quadgram,559.51753370026,0.06506180871828236,Lambda1: 0.37 Lambda2: 0.21000000000000005 Lambda3: 0.35000000000000014
quadgram,574.7769125588952,0.062459336369551074,Lambda1: 0.37 Lambda2: 0.21000000000000005 Lambda3: 0.36000000000000015
quadgram,594.4563890103245,0.06180871828236825,Lambda1: 0.37 Lambda2: 0.21000000000000005 Lambda3: 0.37000000000000016
quadgram,620.7864738985247,0.06115810019518542,Lambda1: 0.37 Lambda2: 0.21000000000000005 Lambda3: 0.38000000000000017
quadgram,658.1737753959992,0.0605074821080026,Lambda1: 0.37 Lambda2: 0.21000000000000005 Lambda3: 0.3900000000000002
quadgram,511.11792257022773,0.06831489915419649,Lambda1: 0.37 Lambda2: 0.22000000000000006 Lambda3: 0.2
quadgram,509.82671936087917,0.06896551724137931,Lambda1: 0.37 Lambda2: 0.22000000000000006 Lambda3: 0.21000000000000002
quadgram,509.0826336917563,0.06896551724137931,Lambda1: 0.37 Lambda2: 0.22000000000000006 Lambda3: 0.22000000000000003
quadgram,508.8985381215359,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.22000000000000006 Lambda3: 0.23000000000000004
quadgram,509.2965213784455,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.22000000000000006 Lambda3: 0.24000000000000005
quadgram,510.3091878598542,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.22000000000000006 Lambda3: 0.25000000000000006
quadgram,511.98161462739904,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.22000000000000006 Lambda3: 0.26000000000000006
quadgram,514.3742029108081,0.06701366297983084,Lambda1: 0.37 Lambda2: 0.22000000000000006 Lambda3: 0.2700000000000001
quadgram,517.5668023312753,0.06701366297983084,Lambda1: 0.37 Lambda2: 0.22000000000000006 Lambda3: 0.2800000000000001
quadgram,521.66471779042,0.06701366297983084,Lambda1: 0.37 Lambda2: 0.22000000000000006 Lambda3: 0.2900000000000001
quadgram,526.8076061472389,0.06571242680546518,Lambda1: 0.37 Lambda2: 0.22000000000000006 Lambda3: 0.3000000000000001
quadgram,533.1829811030987,0.06571242680546518,Lambda1: 0.37 Lambda2: 0.22000000000000006 Lambda3: 0.3100000000000001
quadgram,541.047381586757,0.06701366297983084,Lambda1: 0.37 Lambda2: 0.22000000000000006 Lambda3: 0.3200000000000001
quadgram,550.7609153770965,0.06766428106701367,Lambda1: 0.37 Lambda2: 0.22000000000000006 Lambda3: 0.3300000000000001
quadgram,562.8465294621254,0.06766428106701367,Lambda1: 0.37 Lambda2: 0.22000000000000006 Lambda3: 0.34000000000000014
quadgram,578.0983407009033,0.062459336369551074,Lambda1: 0.37 Lambda2: 0.22000000000000006 Lambda3: 0.35000000000000014
quadgram,597.796445196672,0.05985686402081978,Lambda1: 0.37 Lambda2: 0.22000000000000006 Lambda3: 0.36000000000000015
quadgram,624.1819417231477,0.0605074821080026,Lambda1: 0.37 Lambda2: 0.22000000000000006 Lambda3: 0.37000000000000016
quadgram,661.6828654774966,0.05985686402081978,Lambda1: 0.37 Lambda2: 0.22000000000000006 Lambda3: 0.38000000000000017
quadgram,720.9374895230541,0.06376057254391672,Lambda1: 0.37 Lambda2: 0.22000000000000006 Lambda3: 0.3900000000000002
quadgram,515.0992791864311,0.06961613532856213,Lambda1: 0.37 Lambda2: 0.23000000000000007 Lambda3: 0.2
quadgram,514.1127069501376,0.06896551724137931,Lambda1: 0.37 Lambda2: 0.23000000000000007 Lambda3: 0.21000000000000002
quadgram,513.7105924712894,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.23000000000000007 Lambda3: 0.22000000000000003
quadgram,513.9124525068738,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.23000000000000007 Lambda3: 0.23000000000000004
quadgram,514.7487904408806,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.23000000000000007 Lambda3: 0.24000000000000005
quadgram,516.2629857614531,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.23000000000000007 Lambda3: 0.25000000000000006
quadgram,518.514099457361,0.06701366297983084,Lambda1: 0.37 Lambda2: 0.23000000000000007 Lambda3: 0.26000000000000006
quadgram,521.580971461553,0.06571242680546518,Lambda1: 0.37 Lambda2: 0.23000000000000007 Lambda3: 0.2700000000000001
quadgram,525.5682203195443,0.06701366297983084,Lambda1: 0.37 Lambda2: 0.23000000000000007 Lambda3: 0.2800000000000001
quadgram,530.6151553049967,0.06571242680546518,Lambda1: 0.37 Lambda2: 0.23000000000000007 Lambda3: 0.2900000000000001
quadgram,536.9093268130254,0.06766428106701367,Lambda1: 0.37 Lambda2: 0.23000000000000007 Lambda3: 0.3000000000000001
quadgram,544.7077852056872,0.06766428106701367,Lambda1: 0.37 Lambda2: 0.23000000000000007 Lambda3: 0.3100000000000001
quadgram,554.3717890923756,0.06766428106701367,Lambda1: 0.37 Lambda2: 0.23000000000000007 Lambda3: 0.3200000000000001
quadgram,566.4263739149848,0.06766428106701367,Lambda1: 0.37 Lambda2: 0.23000000000000007 Lambda3: 0.3300000000000001
quadgram,581.6692428786237,0.06441119063109954,Lambda1: 0.37 Lambda2: 0.23000000000000007 Lambda3: 0.34000000000000014
quadgram,601.386703165055,0.05920624593363696,Lambda1: 0.37 Lambda2: 0.23000000000000007 Lambda3: 0.35000000000000014
quadgram,627.8312002470564,0.0605074821080026,Lambda1: 0.37 Lambda2: 0.23000000000000007 Lambda3: 0.36000000000000015
quadgram,665.4537605636262,0.0605074821080026,Lambda1: 0.37 Lambda2: 0.23000000000000007 Lambda3: 0.37000000000000016
quadgram,724.9487172946303,0.06376057254391672,Lambda1: 0.37 Lambda2: 0.23000000000000007 Lambda3: 0.38000000000000017
quadgram,844.103422470919,0.06896551724137931,Lambda1: 0.37 Lambda2: 0.23000000000000007 Lambda3: 0.3900000000000002
quadgram,519.5632873662798,0.06961613532856213,Lambda1: 0.37 Lambda2: 0.24000000000000007 Lambda3: 0.2
quadgram,518.9173901731107,0.06961613532856213,Lambda1: 0.37 Lambda2: 0.24000000000000007 Lambda3: 0.21000000000000002
quadgram,518.9006140636453,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.24000000000000007 Lambda3: 0.22000000000000003
quadgram,519.5409084690948,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.24000000000000007 Lambda3: 0.23000000000000004
quadgram,520.8795923121385,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.24000000000000007 Lambda3: 0.24000000000000005
quadgram,522.9740961066534,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.24000000000000007 Lambda3: 0.25000000000000006
quadgram,525.9020203052764,0.06636304489264802,Lambda1: 0.37 Lambda2: 0.24000000000000007 Lambda3: 0.26000000000000006
quadgram,529.7671193539913,0.06701366297983084,Lambda1: 0.37 Lambda2: 0.24000000000000007 Lambda3: 0.2700000000000001
quadgram,534.7082243177553,0.06701366297983084,Lambda1: 0.37 Lambda2: 0.24000000000000007 Lambda3: 0.2800000000000001
quadgram,540.9128373616608,0.06766428106701367,Lambda1: 0.37 Lambda2: 0.24000000000000007 Lambda3: 0.2900000000000001
quadgram,548.6384838521175,0.06766428106701367,Lambda1: 0.37 Lambda2: 0.24000000000000007 Lambda3: 0.3000000000000001
quadgram,558.2475941255159,0.06766428106701367,Lambda1: 0.37 Lambda2: 0.24000000000000007 Lambda3: 0.3100000000000001
quadgram,570.2673891865569,0.06766428106701367,Lambda1: 0.37 Lambda2: 0.24000000000000007 Lambda3: 0.3200000000000001
quadgram,585.4993698171406,0.06571242680546518,Lambda1: 0.37 Lambda2: 0.24000000000000007 Lambda3: 0.3300000000000001
quadgram,605.236458044077,0.06441119063109954,Lambda1: 0.37 Lambda2: 0.24000000000000007 Lambda3: 0.34000000000000014
quadgram,631.743219148931,0.0631099544567339,Lambda1: 0.37 Lambda2: 0.24000000000000007 Lambda3: 0.35000000000000014
quadgram,669.4952738670469,0.0631099544567339,Lambda1: 0.37 Lambda2: 0.24000000000000007 Lambda3: 0.36000000000000015
quadgram,729.2469680188166,0.06701366297983084,Lambda1: 0.37 Lambda2: 0.24000000000000007 Lambda3: 0.37000000000000016
quadgram,848.9996174877665,0.06766428106701367,Lambda1: 0.37 Lambda2: 0.24000000000000007 Lambda3: 0.38000000000000017
quadgram,524.5513902256748,0.06961613532856213,Lambda1: 0.37 Lambda2: 0.25000000000000006 Lambda3: 0.2
quadgram,524.2899142646378,0.07091737150292778,Lambda1: 0.37 Lambda2: 0.25000000000000006 Lambda3: 0.21000000000000002
quadgram,524.7114321073542,0.07091737150292778,Lambda1: 0.37 Lambda2: 0.25000000000000006 Lambda3: 0.22000000000000003
quadgram,525.8547446440268,0.07026675341574495,Lambda1: 0.37 Lambda2: 0.25000000000000006 Lambda3: 0.23000000000000004
quadgram,527.7752873997687,0.06961613532856213,Lambda1: 0.37 Lambda2: 0.25000000000000006 Lambda3: 0.24000000000000005
