trigram,443.8801373,0.059856864,Lambda1: 0.27999999999999997 Lambda2: 0.6400000000000002
trigram,445.095099,0.059856864,Lambda1: 0.3 Lambda2: 0.6200000000000002
trigram,463.2842799,0.059856864,Lambda1: 0.4400000000000001 Lambda2: 0.48000000000000015
trigram,463.2842799,0.059856864,Lambda1: 0.4400000000000001 Lambda2: 0.48000000000000015
trigram,445.095099,0.059856864,Lambda1: 0.3 Lambda2: 0.6200000000000002
trigram,443.8801373,0.059856864,Lambda1: 0.27999999999999997 Lambda2: 0.6400000000000002
,,0.059856864,
trigram,459.5895649,0.060507482,Lambda1: 0.4200000000000001 Lambda2: 0.5000000000000001
trigram,459.5895649,0.060507482,Lambda1: 0.4200000000000001 Lambda2: 0.5000000000000001
trigram,450.7712924,0.0611581,Lambda1: 0.36000000000000004 Lambda2: 0.5600000000000002
trigram,453.3492015,0.0611581,Lambda1: 0.38000000000000006 Lambda2: 0.5400000000000001
trigram,456.2839322,0.0611581,Lambda1: 0.4000000000000001 Lambda2: 0.5200000000000001
trigram,456.2839322,0.0611581,Lambda1: 0.4000000000000001 Lambda2: 0.5200000000000001
trigram,453.3492015,0.0611581,Lambda1: 0.38000000000000006 Lambda2: 0.5400000000000001
trigram,450.7712924,0.0611581,Lambda1: 0.36000000000000004 Lambda2: 0.5600000000000002
trigram,448.5399846,0.061808718,Lambda1: 0.34 Lambda2: 0.5800000000000002
trigram,516.9432398,0.061808718,Lambda1: 0.36000000000000004 Lambda2: 0.6000000000000002
trigram,436.0003489,0.061808718,Lambda1: 0.38000000000000006 Lambda2: 0.5200000000000001
trigram,519.650219,0.061808718,Lambda1: 0.38000000000000006 Lambda2: 0.5800000000000002
trigram,438.9561639,0.061808718,Lambda1: 0.4000000000000001 Lambda2: 0.5000000000000001
trigram,438.9561639,0.061808718,Lambda1: 0.4000000000000001 Lambda2: 0.5000000000000001
trigram,436.0003489,0.061808718,Lambda1: 0.38000000000000006 Lambda2: 0.5200000000000001
trigram,448.5399846,0.061808718,Lambda1: 0.34 Lambda2: 0.5800000000000002
trigram,519.650219,0.061808718,Lambda1: 0.38000000000000006 Lambda2: 0.5800000000000002
trigram,516.9432398,0.061808718,Lambda1: 0.36000000000000004 Lambda2: 0.6000000000000002
trigram,443.0095632,0.062459336,Lambda1: 0.25999999999999995 Lambda2: 0.6600000000000003
trigram,426.3994454,0.062459336,Lambda1: 0.27999999999999997 Lambda2: 0.6200000000000002
trigram,469.1974966,0.062459336,Lambda1: 0.27999999999999997 Lambda2: 0.6600000000000003
trigram,470.4001659,0.062459336,Lambda1: 0.3 Lambda2: 0.6400000000000002
trigram,471.9520596,0.062459336,Lambda1: 0.32 Lambda2: 0.6200000000000002
trigram,431.146889,0.062459336,Lambda1: 0.34 Lambda2: 0.5600000000000002
trigram,473.85093,0.062459336,Lambda1: 0.34 Lambda2: 0.6000000000000002
trigram,431.146889,0.062459336,Lambda1: 0.34 Lambda2: 0.5600000000000002
trigram,473.85093,0.062459336,Lambda1: 0.34 Lambda2: 0.6000000000000002
trigram,426.3994454,0.062459336,Lambda1: 0.27999999999999997 Lambda2: 0.6200000000000002
